OBJECTID,Status,Address,YearBuilt,BuildingName,ArchitecturalStyle,DesignationPart,HeritageConservationDistrict,ByLaw,ShapeSTArea,ShapeSTLength
8379,Designated Heritage Property,12 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,534.86424872,103.402543346316
8380,Designated Heritage Property,509 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,239.40082824,87.6228594038693
8381,Designated Heritage Property,460 Dufferin Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,185.0154481,69.8556721284575
8382,Designated Heritage Property,24 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,599.53019512,107.005349983067
8383,Designated Heritage Property,503-505 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,612.51410336,107.569072238677
8384,Designated Heritage Property,507 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,239.38432896,87.6284831280588
8385,Designated Heritage Property,515 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,429.57381694,97.3669426648884
8386,Designated Heritage Property,513 Maitland St, , , ,IV And V,West Woodfield Heritage Conservation District,LSP3126277,244.59036368,88.3685346612102
8387,Designated Heritage Property,6 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,489.95741926,101.000671139919
8388,Designated Heritage Property,28 Cartwright St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,471.46598432,100.445161257462
8389,Designated Heritage Property,458 Dufferin Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,346.11626092,81.1693119494448
8390,Designated Heritage Property,504-506 Maitland St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,528.86767552,102.56932542047
8391,Designated Heritage Property,352 Princess Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,396.1066656,87.7063866019682
8392,Designated Heritage Property,307 Dufferin Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,293.92897952,69.0598528603427
8393,Designated Heritage Property,482 Dufferin Ave,1854, , ,V,East Woodfield Heritage Conservation District,LSP317968,220.705314,85.7142720555562
8394,Designated Heritage Property,306 Princess Ave,1893c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,753.20660784,124.469461836268
8395,Designated Heritage Property,255 Queens Ave, , , ,V,Downtown Heritage Conservation District,LSP3419124,6331.13214788,354.943922507869
8396,Designated Heritage Property,"219 Queens Ave, 442 Clarence St", , , ,V,Downtown Heritage Conservation District,LSP3419124,262.90980168,74.4252903739498
8397,Designated Heritage Property,436 Clarence St, , , ,V,Downtown Heritage Conservation District,LSP3419124,236.02276566,82.3349786472703
8398,Designated Heritage Property,434-434B Clarence St, , , ,V,Downtown Heritage Conservation District,LSP3419124,270.6602371,83.2254045490189
8399,Designated Heritage Property,424-428 Clarence St, , , ,V,Downtown Heritage Conservation District,LSP3419124,500.91754432,93.4350562769535
8400,Designated Heritage Property,226 Dundas St, , , ,V,Downtown Heritage Conservation District,LSP3419124,224.3399493,98.499100121107
8401,Designated Heritage Property,270 Dundas St, , , ,V,Downtown Heritage Conservation District,LSP3419124,606.508182485,115.164910715542
8402,Designated Heritage Property,428-430 Wellington St, , , ,V,Downtown Heritage Conservation District,LSP3419124,126.07874994,45.8421563679891
8403,Designated Heritage Property,284 Dundas St, , , ,V,Downtown Heritage Conservation District,LSP3419124,298.12808442,73.3005875874751
8404,Designated Heritage Property,292 Dundas St, , , ,V,Downtown Heritage Conservation District,LSP3419124,259.25066706,81.300516911721
8405,Designated Heritage Property,"310-320 Dundas St, 405 Waterloo St", , , ,V,Downtown Heritage Conservation District,LSP3419124,6204.68216528,343.775446385152
8406,Designated Heritage Property,1600 Attawandaron Rd, , , ,VI, , ,33470.33721128,1071.31059597269
8407,Listed Heritage Property,122 Bloomfield Dr,1956, ,Mid-Century Modern, , , ,1417.57985584,160.670617958766
8408,Listed Heritage Property,33 Bromleigh Ave,1962, ,Mid-Century Modern, , , ,3728.66979946,301.169945073387
8409,Listed Heritage Property,255 Delacourt Rd,c1890,Woodholme,Gothic, , , ,5080.963218705,301.336964690063
8410,Designated Heritage Property,281 Dufferin Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,505.48658112,90.2339616375284
8412,Listed Heritage Property,1019 Gainsborough Rd,1876, ,Queen Anne, , , ,749.22295352,125.763315728561
8413,Listed Heritage Property,1650 Gloucester Rd,1968, ,Mid-century Modern, , , ,2889.01842704,211.347048103853
8415,Designated Heritage Property,28 Picton St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,969.68707744,133.681655391198
8416,Designated Heritage Property,434 Queens Ave, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,1390.328212,176.863620290648
8417,Listed Heritage Property,1231-1233 Richmond St,1963, ,Mid-Century Modern, , , ,26874.7577288,967.19701177546
8418,Listed Heritage Property,29 Victoria St,1961, ,Mid-Century Modern, , , ,2045.30329184,199.219211043526
8419,Designated Heritage Property,205 Victoria St,1937, ,International/ Moderne,IV, ,LSP3407284,1085.73121624,134.955821119154
8420,Designated Heritage Property,433 Waterloo St, , , ,V,Downtown Heritage Conservation District,LSP3419124,255.70367648,66.33875238755
8421,Designated Heritage Property,556 Wellington St, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,6070.3786884,380.854768104709
8422,Listed Heritage Property,"1125-1131 Western Rd, 230 Sarnia Rd",1966,John G. Althouse Building,Mid-Century Modern, , , ,84120.95169984,1246.22482469973
8423,Listed Heritage Property,200 Collip Cir, , , , , , ,12620.55986192,439.712633151454
8424,Designated Heritage Property,241 Queens Ave, , , ,V,Downtown Heritage Conservation District,LSP3419124,650.343367075,136.801443785756
8425,Designated Heritage Property,221 Queens Ave, , , ,V,Downtown Heritage Conservation District,LSP3419124,2514.009521995,235.435066632243
8426,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3356164,798.3928622,440.931631287032
8427,Designated Heritage Property,30 Picton St,1920, , ,V,West Woodfield Heritage Conservation District,LSP3400254,83.96005648,41.4901260920943
8428,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,13.7384268,32.2602128925521
8429,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,314.95540787,184.808257905436
8430,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,803.651404495,350.008601198444
8431,Designated Heritage Property,Easement, , , ,V,West Woodfield Heritage Conservation District,LSP3400254,484.64041884,161.390742713368
8432,Designated Heritage Property,Easement, , , ,V,East Woodfield Heritage Conservation District,LSP317968,225.17876418,154.096779867939
8433,Designated Heritage Property,428-430 Wellington St, , , ,V,Downtown Heritage Conservation District,LSP3419124,420.09233124,113.806963253904
8434,Designated Heritage Property,434B Clarence St, , , ,V,Downtown Heritage Conservation District,LSP3419124,132.88222038,114.797483844137
8435,Designated Heritage Property,433 Waterloo St, , , ,V,Downtown Heritage Conservation District,LSP3419124,63.88350848,48.0353250890726
8436,Designated Heritage Property,241 Queens Ave, , , ,V,Downtown Heritage Conservation District,LSP3419124,237.306084335,159.194124553848
8437,Listed Heritage Property,188 Victoria St,1947, , , , , ,373.7730208,85.7234558671614
8438,Listed Heritage Property,200 Victoria St,1880, , , , , ,696.73966448,122.109853984212
8439,Listed Heritage Property,383 St George St,1947, , , , , ,1637.34479688,188.931625250464
8440,Listed Heritage Property,387 St George St,1948, , , , , ,2465.22464128,235.936606926725
8441,Designated Heritage Property,335 St George St,1844, , ,IV, ,LSP3149194,687.19244328,106.945388131768
8442,Listed Heritage Property,325 St George St,1950, , , , , ,900.95775264,130.829532947076
8443,Listed Heritage Property,323 St George St,1951, , , , , ,2670.36532104,313.794412196421
8444,Listed Heritage Property,321 St George St,1971, , , , , ,3000.56551624,324.311691112481
8445,Listed Heritage Property,315 St George St,1937, , , , , ,1044.37536896,137.105809185418
8446,Listed Heritage Property,14 Grosvenor St,1931, , , , , ,1462.15418888,155.392798399755
8447,Listed Heritage Property,10 Grosvenor St,1948, , , , , ,835.49858992,127.971508069364
8448,Listed Heritage Property,8 Grosvenor St,1950, , , , , ,905.11865776,131.017948825385
8449,Listed Heritage Property,430 St George St,1914, , , , , ,1480.10555732,158.531148759492
8450,Listed Heritage Property,436 St George St,1914, , , , , ,741.70742608,127.946855513908
8451,Listed Heritage Property,434 St George St,1924, , , , , ,748.9745396,128.508840257646
8452,Listed Heritage Property,1037 Richmond St,1923, , , , , ,606.42401344,110.093648264751
8453,Listed Heritage Property,1029 Richmond St,1909, , , , , ,606.6704656,110.070239618853
8454,Listed Heritage Property,1031 Richmond St,1922, , , , , ,606.09248512,110.050343916291
8455,Listed Heritage Property,194 Bridport St,1922, , , , , ,548.3694416,111.297087124895
8456,Listed Heritage Property,424 St George St,1915, , , , , ,1112.5595405,143.140127936962
8457,Listed Heritage Property,191 Bridport St,1924, , , , , ,541.18715052,109.285297582011
8458,Listed Heritage Property,197 Bridport St,1950, , , , , ,541.37799396,109.316126469813
8459,Listed Heritage Property,201 Bridport St,1919, , , , , ,372.68890208,84.9990417873932
8460,Listed Heritage Property,199 Bridport St,1919, , , , , ,277.81928268,78.691274403407
8461,Listed Heritage Property,927 Richmond St,1909, , , , , ,612.7521556,109.982756709115
8462,Listed Heritage Property,192 Cheapside St,1916, , , , , ,587.88154856,113.177899264349
8463,Listed Heritage Property,194-196 Cheapside St,1908, , , , , ,585.45959792,111.908449770795
8464,Listed Heritage Property,193 Cheapside St,1909, , , , , ,678.46719888,119.462967596811
8465,Listed Heritage Property,195 Cheapside St,1900, , , , , ,569.9149312,114.581129919102
8466,Listed Heritage Property,203 Cheapside St,1909, , , , , ,254.30817584,64.9139095310746
8467,Listed Heritage Property,205 Cheapside St,1909, , , , , ,248.95692648,64.3573524910643
8468,Listed Heritage Property,201 Cheapside St,1909, , , , , ,251.8009961,64.6535279331514
8469,Listed Heritage Property,909 Richmond St,1916, , , , , ,477.8593048,102.941895017498
8470,Listed Heritage Property,202 Cromwell St,1921, , , , , ,304.13648712,74.1941310498822
8471,Listed Heritage Property,198 Cromwell St,1914, , , , , ,388.626221945,104.737154364595
8472,Listed Heritage Property,200 Cromwell St,2012, , , , , ,362.361842775,103.533010414436
8473,Listed Heritage Property,196 Cromwell St,1917, , , , , ,369.02647824,103.828360867933
8474,Listed Heritage Property,197 Cromwell St,2008, , , , , ,534.3656462,93.0204705265926
8475,Listed Heritage Property,193 Cromwell St,1911, , , , , ,490.16898472,108.531223826785
8476,Listed Heritage Property,181 Cromwell St,1910, , , , , ,194.5998864,57.7948908908234
8477,Listed Heritage Property,187 Cromwell St,1909, , , , , ,388.30355336,94.3290602870418
8478,Listed Heritage Property,185 Cromwell St,1914, , , , , ,390.57994528,94.4541085920173
8479,Listed Heritage Property,189 Cromwell St,1911, , , , , ,392.53312984,104.051669722717
8480,Listed Heritage Property,195 Cromwell St,1913, , , , , ,457.92177914,106.985439358167
8481,Listed Heritage Property,191 Cromwell St,1913, , , , , ,487.99395688,108.469426149991
8482,Listed Heritage Property,28 Grosvenor St, , , , , , ,618.76870816,137.661310086253
8483,Listed Heritage Property,2A-2B Grosvenor St, , , , , , ,127699.592857955,1745.67600072628
8484,Designated Heritage Property,812 Talbot St,1883, ,Vernacular,IV, ,LSP3163281,315.86497584,81.6739253623905
8485,Listed Heritage Property,837 Talbot St,1915, ,Georgian Revival, , , ,8178.81717032,410.21317082298
8486,Listed Heritage Property,1214 Gainsborough Rd,1857c,St. George Cemetery, , , , ,6711.05129168,334.476589255252
8487,Listed Heritage Property,830 Talbot St,1865, ,Gothic Revival, , , ,820.19686792,119.575081321126
8488,Listed Heritage Property,1099 Gainsborough Rd,1886, , , , , ,1010.84206736,140.762168472602
8489,Listed Heritage Property,343 Wharncliffe Rd N,1900c, ,Vernacular, , , ,566.46144224,129.744056917153
8490,Listed Heritage Property,149 Oxford St E,1878c,318278 Ont. Ltd.,Ontario Cottage, , , ,848.1008008,130.388156696009
8491,Designated Heritage Property,831 Talbot St,1938, ,Georgian Revival,IV, ,LSP3166284,1597.19355328,164.320278799978
8492,Listed Heritage Property,"723-731 Richmond St, 214 Piccadilly St",1860,Taylor Property,Georgian, , , ,754.89557626,115.241213686086
8493,Listed Heritage Property,188 Sydenham St,1868, , , , , ,732.93177712,122.913132201008
8494,Listed Heritage Property,238 St George St,1897, ,Queen Anne, , , ,366.41990504,84.4637597369929
8495,Designated Heritage Property,808 Talbot St,1904, ,Arts And Crafts,IV, ,LSP3169300,655.35723504,127.914249902263
8496,Listed Heritage Property,191 Sydenham St,1885,Lacey Property,Ontario Cottage, , , ,674.20647592,119.787010938482
8497,Listed Heritage Property,240 St George St,1930, ,Vernacular, , , ,462.24369416,90.7990454805571
8498,Designated Heritage Property,2 Oxford St W,1875, ,Ontario Cottage,V,Blackfriars-Petersville Heritage Conservation District,LSP3437179,501.58983939,92.6425881941574
8499,Listed Heritage Property,149 St James St,1902,Clark Property,Ontario Cottage, , , ,965.3409148,136.232265304915
8500,Listed Heritage Property,193 College Ave,1881, , , , , ,634.4245112,123.782664523794
8501,Listed Heritage Property,1064 Western Rd,1870, ,Gothic Revival, , , ,564.7384096,97.9737275382954
8502,Listed Heritage Property,127 Ann St,1878c, ,Gothic Revival, , , ,414.861416,109.118946641058
8503,Listed Heritage Property,146-154 Ann St,1888c, ,High Victorian, , , ,722.2726464,116.32499632783
8504,Listed Heritage Property,131 Sydenham St,1893, , , , , ,509.63262216,120.738904250754
8505,Listed Heritage Property,197 Ann St,1883c,Old Kent Brewery,Italianate, , , ,1348.7852832,150.127965265353
8506,Listed Heritage Property,133 Sydenham St,1902, ,Queen Anne, , , ,495.40314656,118.77870133856
8507,Listed Heritage Property,195 College Ave,1881, , , , , ,773.4678372,125.588610640591
8508,Listed Heritage Property,155 Oxford St E,1881c,413784 Ont. Ltd.,Ontario Cottage, , , ,352.86474336,81.8714820859042
8509,Listed Heritage Property,199 St James St,1887, ,Eclectic, , , ,665.27717104,119.215974492938
8510,Listed Heritage Property,825 Richmond St,1906, ,Queen Anne, , , ,494.5940424,94.7010074764947
8511,Designated Heritage Property,810 Talbot St,1883, ,Vernacular,IV, ,LSP3161279,334.4382864,82.8934698813277
8512,Listed Heritage Property,813 Richmond St,1892, ,Queen Anne, , , ,847.50312014,128.302575113521
8513,Listed Heritage Property,27 Saunby St,1865c,Espey Property,Ontario Cottage, , , ,410.96394312,109.389751802444
8514,Listed Heritage Property,230 St George St,1896, ,Queen Anne, , , ,376.00599624,85.5579515374324
8515,Designated Heritage Property,165 Oxford St E,1894c,H.j. Skelton Ltd.,Eclectic,IV, ,LSP3076202,390.88518296,84.5097590986565
8516,Designated Heritage Property,805 Richmond St,1876,Shortreed Property,Ontario Cottage,IV, ,LSP3242562,943.62104128,132.529655743168
8517,Listed Heritage Property,181 St George St,1872, ,Neo-classical, , , ,263.43214832,66.4192387956633
8518,Designated Heritage Property,815 Talbot St,1912, ,Eclectic,IV, ,LSP3235471,619.81459992,125.214734346737
8519,Listed Heritage Property,177 St James St,1887,Jimsol House,Queen Anne, , , ,392.03618208,89.2881999545845
8520,Listed Heritage Property,795 Richmond St,1880, ,Italianate, , , ,763.29521832,124.617977639832
8521,Listed Heritage Property,242 St George St,1875, ,Ontario Cottage, , , ,361.11877536,77.9443030777793
8522,Listed Heritage Property,783 Richmond St,1912, ,Gothic Revival, , , ,509.2709736,97.2496190080053
8523,Listed Heritage Property,189 College Ave,1931, , , , , ,701.20324056,124.686378317147
8524,Listed Heritage Property,189 St James St,1887, , , , , ,633.12325808,120.095133858571
8525,Listed Heritage Property,236 St George St,1900, ,Queen Anne, , , ,367.56758464,84.6531309943516
8526,Designated Heritage Property,816 Talbot St,1886, ,Side-hall Plan (shp) Cottage,IV, ,LSP3119160,264.94870696,69.144543294747
8527,Listed Heritage Property,1560 Hyde Park Rd,1875,Hyde Park United Ch.,Gothic Revival, , , ,1349.06270624,163.917317440502
8528,Designated Heritage Property,835 Richmond St,1907, ,Edwardian,IV, ,LSP329551,1736.84060232,189.062495399069
8529,Listed Heritage Property,1541 Hyde Park Rd,1893c,Chrch Of The Hosanas,Gothic Revival, , , ,1938.44325384,193.514516222914
8530,Designated Heritage Property,126 Sydenham St,1871, ,Ontario Cottage,IV, ,LSP3167285,511.5997564,103.656948655423
8531,Listed Heritage Property,204 St James St,1915,Cunningham Property,Eclectic, , , ,780.36946288,126.445571002328
8532,Listed Heritage Property,175 Sydenham St,1875c,Stewardson Property,Italianate, , , ,261.50048688,64.6867730531303
8533,Listed Heritage Property,205-207 Sydenham St,1910c, ,Vernacular, , , ,724.8326976,121.830446356476
8534,Listed Heritage Property,206 St James St,1914,Cuddy Property,Queen Anne, , , ,518.74949024,95.4361556194542
